record_id,station_name,latitude,longitude,region,measurement_date,depth_m,temperature_c,salinity_psu,ph_level,dissolved_oxygen_ml_l,nitrate_mg_l,phosphate_mg_l,chlorophyll_a_mg_m3,turbidity_ntu,data_source,quality_flag
OCE00294,Bay of Bengal Station 2,15.558826912346454,90.49891941055276,Bay of Bengal,2024-11-03,50,26.56,34.56,8.14,5.97,0.762,0.352,1.561,13.47,CTD Cast,Good
OCE00295,Bay of Bengal Station 2,15.572998995241555,90.46412398131004,Bay of Bengal,2024-11-03,100,21.34,34.72,8.11,5.24,2.403,0.637,0.09,3.09,CTD Cast,Good
OCE00296,Bay of Bengal Station 2,15.488370741618212,90.46934375224718,Bay of Bengal,2024-11-03,200,16.68,34.83,7.8,2.64,2.356,0.583,0.308,11.32,CTD Cast,Good
OCE00297,Bay of Bengal Station 2,15.561540473808812,90.44926964944845,Bay of Bengal,2024-11-27,0,31.36,35.14,7.93,7.86,0.389,0.109,0.584,1.42,CTD Cast,Good
OCE00298,Bay of Bengal Station 2,15.446637510884324,90.57288059743888,Bay of Bengal,2024-11-27,50,24.53,35.34,8.03,5.13,1.655,0.387,1.38,4.99,CTD Cast,Good
OCE00299,Bay of Bengal Station 2,15.443556160353515,90.5354075629764,Bay of Bengal,2024-11-27,100,23.47,34.12,7.9,3.88,2.133,0.283,0.406,12.15,CTD Cast,Good
OCE00300,Bay of Bengal Station 2,15.549079547828308,90.4757911819625,Bay of Bengal,2024-11-27,200,18.93,35.31,7.96,2.71,3.637,0.583,0.307,4.89,CTD Cast,Good
OCE00301,Bay of Bengal Station 2,15.446415715573233,90.54178000125032,Bay of Bengal,2024-12-31,0,28.76,35.23,8.17,7.36,1.357,0.456,0.238,12.44,CTD Cast,Good
OCE00302,Bay of Bengal Station 2,15.415105417205178,90.56551624349613,Bay of Bengal,2024-12-31,50,27.43,34.67,7.81,5.59,1.038,0.281,1.59,6.7,CTD Cast,Good
OCE00303,Bay of Bengal Station 2,15.444720509664734,90.58669102104997,Bay of Bengal,2024-12-31,100,22.98,34.23,7.88,3.22,2.927,0.613,0.257,5.5,CTD Cast,Good
OCE00304,Bay of Bengal Station 2,15.422648690327964,90.51403744315996,Bay of Bengal,2024-12-31,200,16.13,35.04,8.08,2.01,2.552,0.872,0.127,13.0,CTD Cast,Good
OCE00305,Bay of Bengal Station 2,15.511575836715577,90.46086151836417,Bay of Bengal,2025-02-02,0,28.86,35.49,8.07,6.19,1.986,0.234,0.502,1.75,CTD Cast,Good
OCE00306,Bay of Bengal Station 2,15.43194989204679,90.43281271765306,Bay of Bengal,2025-02-02,50,24.01,34.72,8.11,5.93,2.498,0.279,0.705,4.64,CTD Cast,Good
OCE00307,Bay of Bengal Station 2,15.574004985104033,90.52722112692872,Bay of Bengal,2025-02-02,100,23.96,35.46,8.14,3.58,2.774,0.398,0.101,2.89,CTD Cast,Fair
OCE00308,Bay of Bengal Station 2,15.496380033421996,90.50062671094966,Bay of Bengal,2025-02-02,200,18.01,34.63,7.99,2.91,3.98,0.475,0.21,5.08,CTD Cast,Good
OCE00309,Bay of Bengal Station 2,15.46070078182959,90.47969575242185,Bay of Bengal,2025-03-01,0,30.38,35.31,8.18,8.01,1.716,0.298,1.256,5.1,CTD Cast,Fair
OCE00310,Bay of Bengal Station 2,15.422108633261717,90.44387787783926,Bay of Bengal,2025-03-01,50,25.87,34.48,8.16,5.28,0.786,0.387,0.303,7.23,CTD Cast,Fair
OCE00311,Bay of Bengal Station 2,15.410414481244255,90.40256432990212,Bay of Bengal,2025-03-01,100,22.17,35.3,8.05,4.07,1.734,0.392,0.398,12.04,CTD Cast,Good
OCE00312,Bay of Bengal Station 2,15.504064725238278,90.59504890705679,Bay of Bengal,2025-03-01,200,18.34,34.4,7.79,3.87,3.733,0.769,0.267,14.5,CTD Cast,Good
OCE00313,Bay of Bengal Station 2,15.417801946979202,90.5023051281619,Bay of Bengal,2025-04-02,0,27.29,35.22,7.88,6.53,1.385,0.232,1.404,13.82,CTD Cast,Good
OCE00314,Bay of Bengal Station 2,15.433390035806895,90.4242310922522,Bay of Bengal,2025-04-02,50,27.62,34.28,7.92,6.05,0.903,0.586,1.847,1.74,CTD Cast,Fair
OCE00315,Bay of Bengal Station 2,15.586298077383786,90.58168202145372,Bay of Bengal,2025-04-02,100,24.55,34.39,7.92,4.12,2.238,0.282,0.152,11.83,CTD Cast,Good
OCE00316,Bay of Bengal Station 2,15.58180111776714,90.59155333163524,Bay of Bengal,2025-04-02,200,15.14,34.69,7.95,2.55,3.828,0.735,0.082,1.63,CTD Cast,Good
OCE00317,Bay of Bengal Station 2,15.416582916278896,90.52400026669548,Bay of Bengal,2025-04-26,0,29.19,34.46,7.96,6.45,1.198,0.481,0.804,5.43,CTD Cast,Good
OCE00318,Bay of Bengal Station 2,15.44117746215332,90.46433727374026,Bay of Bengal,2025-04-26,50,27.42,34.7,7.85,4.98,2.061,0.27,1.581,7.25,CTD Cast,Good
OCE00319,Bay of Bengal Station 2,15.580152032490146,90.58600107555822,Bay of Bengal,2025-04-26,100,24.72,35.5,7.83,3.9,1.384,0.479,0.257,6.06,CTD Cast,Good
OCE00320,Bay of Bengal Station 2,15.439914323179188,90.40755690131914,Bay of Bengal,2025-04-26,200,18.44,35.54,8.02,2.01,2.708,0.64,0.153,9.83,CTD Cast,Good
OCE00321,Bay of Bengal Station 2,15.595570738700356,90.44011293191761,Bay of Bengal,2025-06-02,0,27.58,34.08,7.89,8.0,1.718,0.267,0.682,3.62,CTD Cast,Fair
OCE00322,Bay of Bengal Station 2,15.409692846495165,90.44205523558037,Bay of Bengal,2025-06-02,50,25.17,34.31,7.93,6.78,1.769,0.335,1.882,8.71,CTD Cast,Fair
OCE00323,Bay of Bengal Station 2,15.418704024719581,90.48542248928386,Bay of Bengal,2025-06-02,100,23.08,34.16,7.91,4.62,2.426,0.537,0.194,2.37,CTD Cast,Good
OCE00324,Bay of Bengal Station 2,15.573430430200224,90.53460163325774,Bay of Bengal,2025-06-02,200,21.63,34.91,7.83,3.53,3.046,0.59,0.415,1.18,CTD Cast,Good
OCE00325,Bay of Bengal Station 2,15.494754658502885,90.48935443176792,Bay of Bengal,2025-06-30,0,29.4,35.14,7.85,6.57,1.777,0.059,1.154,0.6,CTD Cast,Good
OCE00326,Bay of Bengal Station 2,15.479943910194885,90.59074072529835,Bay of Bengal,2025-06-30,50,27.28,34.59,7.99,6.19,1.935,0.58,1.156,9.81,CTD Cast,Good
OCE00327,Bay of Bengal Station 2,15.520337321724092,90.41213661379014,Bay of Bengal,2025-06-30,100,21.49,34.29,8.09,3.91,2.355,0.462,0.14,6.49,CTD Cast,Good
OCE00328,Bay of Bengal Station 2,15.507321501852754,90.58696440808876,Bay of Bengal,2025-06-30,200,18.83,34.85,8.0,3.66,3.565,0.467,0.137,12.61,CTD Cast,Good
OCE00329,Bay of Bengal Station 2,15.448142517132702,90.44798978074472,Bay of Bengal,2025-08-05,0,31.06,34.45,7.97,7.18,0.399,0.064,1.426,1.71,CTD Cast,Fair
OCE00330,Bay of Bengal Station 2,15.437354505646226,90.56624916101799,Bay of Bengal,2025-08-05,50,27.71,34.92,8.04,6.78,1.257,0.43,0.27,11.62,CTD Cast,Good
OCE00331,Bay of Bengal Station 2,15.561181168506689,90.45593477130929,Bay of Bengal,2025-08-05,100,21.75,34.67,7.96,3.0,1.558,0.344,0.163,3.28,CTD Cast,Good
OCE00332,Bay of Bengal Station 2,15.56335867391487,90.59191842952184,Bay of Bengal,2025-08-05,200,18.53,35.5,7.8,2.16,2.777,0.786,0.298,11.99,CTD Cast,Good
OCE00333,Bay of Bengal Station 2,15.456857657819091,90.51715565418621,Bay of Bengal,2025-09-01,0,29.62,34.74,7.82,8.46,0.829,0.119,1.033,9.01,CTD Cast,Good
OCE00334,Bay of Bengal Station 2,15.478961456575652,90.52920938881932,Bay of Bengal,2025-09-01,50,25.78,35.3,7.88,5.62,1.622,0.449,1.611,2.68,CTD Cast,Good
OCE00335,Bay of Bengal Station 2,15.505451029990136,90.58597409645877,Bay of Bengal,2025-09-01,100,24.66,34.67,8.04,3.05,1.49,0.469,0.445,7.52,CTD Cast,Good
OCE00336,Bay of Bengal Station 2,15.504046097820618,90.53541875695673,Bay of Bengal,2025-09-01,200,18.43,34.38,8.02,2.49,3.809,0.86,0.474,11.79,CTD Cast,Good
OCE00337,Central Indian Ocean 1,11.986487433343301,80.02463448490644,Central Indian Ocean,2024-01-06,0,26.79,34.9,7.81,7.24,0.394,0.132,0.611,1.58,CTD Cast,Fair
OCE00338,Central Indian Ocean 1,12.053021318326627,79.98655341634164,Central Indian Ocean,2024-01-06,50,26.01,34.32,8.0,6.09,1.658,0.482,0.804,7.52,CTD Cast,Good
OCE00339,Central Indian Ocean 1,12.084644749397047,80.03785586424517,Central Indian Ocean,2024-01-06,100,23.24,34.13,8.01,4.55,1.689,0.289,0.091,2.34,CTD Cast,Good
OCE00340,Central Indian Ocean 1,11.940279820558777,80.0918048351946,Central Indian Ocean,2024-01-06,200,17.5,35.09,8.03,2.09,2.55,0.85,0.054,9.39,CTD Cast,Good
OCE00341,Central Indian Ocean 1,12.083657007075992,79.98160809232057,Central Indian Ocean,2024-01-27,0,27.57,34.1,7.81,6.61,1.775,0.237,1.108,3.27,CTD Cast,Good
OCE00342,Central Indian Ocean 1,11.92449628337006,80.00680722264093,Central Indian Ocean,2024-01-27,50,26.07,35.41,8.1,4.66,1.916,0.407,1.833,13.25,CTD Cast,Good
OCE00343,Central Indian Ocean 1,11.992173747053931,80.03426088471285,Central Indian Ocean,2024-01-27,100,22.05,34.82,7.78,3.7,1.717,0.675,0.177,2.85,CTD Cast,Good
OCE00344,Central Indian Ocean 1,11.926514815496896,80.05493458743636,Central Indian Ocean,2024-01-27,200,18.41,35.31,8.05,3.25,3.371,0.507,0.476,4.34,CTD Cast,Good
OCE00345,Central Indian Ocean 1,11.920791875182477,80.09247306329091,Central Indian Ocean,2024-03-03,0,31.6,35.08,8.1,6.55,0.942,0.328,1.178,13.41,CTD Cast,Good
OCE00346,Central Indian Ocean 1,11.982186580992552,80.02584383860166,Central Indian Ocean,2024-03-03,50,25.08,35.28,7.98,5.65,1.197,0.411,1.514,10.64,CTD Cast,Good
OCE00347,Central Indian Ocean 1,12.077366307893792,79.97566951633652,Central Indian Ocean,2024-03-03,100,23.56,34.18,8.09,4.15,1.599,0.359,0.267,11.37,CTD Cast,Good
OCE00348,Central Indian Ocean 1,11.981912185452503,80.05601680474699,Central Indian Ocean,2024-03-03,200,15.68,34.91,8.1,3.54,2.5,0.676,0.155,11.68,CTD Cast,Good
OCE00349,Central Indian Ocean 1,11.997281007107235,80.00098656081788,Central Indian Ocean,2024-04-03,0,27.37,35.38,8.04,6.95,1.054,0.322,0.884,3.06,CTD Cast,Good
OCE00350,Central Indian Ocean 1,11.92710337471215,80.00367992532661,Central Indian Ocean,2024-04-03,50,27.25,34.86,7.83,6.42,2.372,0.576,0.864,2.13,CTD Cast,Good
OCE00351,Central Indian Ocean 1,11.934153652000667,79.95344197909722,Central Indian Ocean,2024-04-03,100,24.67,34.38,7.85,4.02,1.828,0.608,0.255,7.88,CTD Cast,Fair
OCE00352,Central Indian Ocean 1,11.94894311940474,79.92631306132787,Central Indian Ocean,2024-04-03,200,16.03,35.12,7.93,3.43,3.882,0.861,0.476,4.88,CTD Cast,Good
OCE00353,Central Indian Ocean 1,11.988478748149639,79.9092138339351,Central Indian Ocean,2024-04-28,0,31.37,35.46,8.14,6.28,1.9,0.241,0.113,8.39,CTD Cast,Good
OCE00354,Central Indian Ocean 1,12.081116427514626,79.92395199328644,Central Indian Ocean,2024-04-28,50,25.35,34.76,8.02,6.67,1.858,0.345,1.675,8.21,CTD Cast,Good
OCE00355,Central Indian Ocean 1,12.082868088533298,79.95305701781722,Central Indian Ocean,2024-04-28,100,21.42,34.17,8.02,5.16,1.41,0.616,0.434,13.61,CTD Cast,Good
OCE00356,Central Indian Ocean 1,11.938082699204982,80.03399069817185,Central Indian Ocean,2024-04-28,200,17.24,35.03,7.72,2.09,3.469,0.65,0.165,0.51,CTD Cast,Good
OCE00357,Central Indian Ocean 1,12.092783202414637,80.02831593624867,Central Indian Ocean,2024-06-03,0,30.84,34.12,7.88,6.97,1.021,0.21,0.549,0.84,CTD Cast,Good
OCE00358,Central Indian Ocean 1,11.910715311921482,79.9280998019591,Central Indian Ocean,2024-06-03,50,25.72,35.36,7.9,4.74,2.041,0.423,1.227,9.53,CTD Cast,Good
OCE00359,Central Indian Ocean 1,11.915598773281882,79.9212260038618,Central Indian Ocean,2024-06-03,100,21.04,34.86,7.97,3.71,2.902,0.629,0.375,7.65,CTD Cast,Good
OCE00360,Central Indian Ocean 1,11.986063285608479,79.95494100656143,Central Indian Ocean,2024-06-03,200,16.12,35.67,7.76,2.97,2.792,0.738,0.108,13.37,CTD Cast,Good
OCE00361,Central Indian Ocean 1,12.005318988517958,79.96065620521308,Central Indian Ocean,2024-06-30,0,26.24,35.37,8.13,6.74,1.6,0.064,1.454,5.76,CTD Cast,Good
OCE00362,Central Indian Ocean 1,12.006417364787602,79.99647124171655,Central Indian Ocean,2024-06-30,50,24.27,35.53,7.79,6.14,1.441,0.577,0.643,10.69,CTD Cast,Good
OCE00363,Central Indian Ocean 1,12.072324990016796,80.08843709089793,Central Indian Ocean,2024-06-30,100,20.34,34.39,7.84,4.85,1.459,0.508,0.147,8.02,CTD Cast,Fair
OCE00364,Central Indian Ocean 1,11.97925545249834,80.03877266846568,Central Indian Ocean,2024-06-30,200,17.47,34.55,7.72,2.54,3.343,0.69,0.475,7.6,CTD Cast,Good
OCE00365,Central Indian Ocean 1,11.90844009371626,79.99925902510013,Central Indian Ocean,2024-07-29,0,29.08,34.4,7.98,7.18,1.443,0.473,0.561,8.39,CTD Cast,Good
OCE00366,Central Indian Ocean 1,11.990769312761381,80.00812219886494,Central Indian Ocean,2024-07-29,50,24.67,35.19,8.17,6.86,0.975,0.544,1.468,12.82,CTD Cast,Good
OCE00367,Central Indian Ocean 1,12.026653783467498,79.91989924523612,Central Indian Ocean,2024-07-29,100,22.4,34.66,7.95,4.45,1.459,0.655,0.353,9.26,CTD Cast,Good
OCE00368,Central Indian Ocean 1,11.934957343009032,80.09742001718482,Central Indian Ocean,2024-07-29,200,15.85,34.32,7.91,2.81,3.219,0.49,0.244,8.64,CTD Cast,Fair
OCE00369,Central Indian Ocean 1,11.904939459537223,80.06205182610346,Central Indian Ocean,2024-09-02,0,30.12,34.49,7.84,8.44,0.644,0.241,1.01,8.28,CTD Cast,Fair
OCE00370,Central Indian Ocean 1,12.038123062477327,80.01448154519355,Central Indian Ocean,2024-09-02,50,25.11,34.14,7.84,6.74,1.903,0.262,0.318,6.37,CTD Cast,Good
OCE00371,Central Indian Ocean 1,11.989337744348934,79.95082945602556,Central Indian Ocean,2024-09-02,100,21.82,34.43,8.02,5.43,1.434,0.519,0.241,12.46,CTD Cast,Fair
OCE00372,Central Indian Ocean 1,12.03801507083776,79.97807528920939,Central Indian Ocean,2024-09-02,200,18.4,35.02,7.82,2.36,2.263,0.771,0.138,6.53,CTD Cast,Good
OCE00373,Central Indian Ocean 1,11.992020525311538,79.93868944560239,Central Indian Ocean,2024-10-02,0,28.82,34.55,7.84,6.77,1.361,0.35,0.501,3.55,CTD Cast,Fair
OCE00374,Central Indian Ocean 1,11.915028590635517,79.92684048526527,Central Indian Ocean,2024-10-02,50,24.09,35.4,7.86,5.07,1.131,0.207,1.351,9.85,CTD Cast,Good
OCE00375,Central Indian Ocean 1,11.987429621009007,79.9535747165635,Central Indian Ocean,2024-10-02,100,21.7,35.16,7.97,3.64,2.337,0.302,0.291,9.26,CTD Cast,Fair
OCE00376,Central Indian Ocean 1,11.973455540256142,80.08276290452498,Central Indian Ocean,2024-10-02,200,21.1,35.7,7.94,2.81,2.528,0.566,0.266,5.84,CTD Cast,Good
OCE00377,Central Indian Ocean 1,11.907672772271141,80.07415943446762,Central Indian Ocean,2024-11-05,0,28.24,34.58,8.13,7.63,1.267,0.2,1.245,7.93,CTD Cast,Good
OCE00378,Central Indian Ocean 1,11.927649113126812,79.98789307487169,Central Indian Ocean,2024-11-05,50,25.59,34.8,8.04,4.53,2.256,0.351,0.817,7.7,CTD Cast,Good
OCE00379,Central Indian Ocean 1,11.979458258589181,79.96736954028943,Central Indian Ocean,2024-11-05,100,22.02,35.12,7.92,5.4,2.239,0.613,0.099,8.76,CTD Cast,Good
OCE00380,Central Indian Ocean 1,12.066578718977446,79.92501778196728,Central Indian Ocean,2024-11-05,200,21.03,34.32,7.73,3.7,2.504,0.751,0.294,2.38,CTD Cast,Good
OCE00381,Central Indian Ocean 1,12.099096722146644,79.90451371664048,Central Indian Ocean,2024-12-02,0,29.34,35.42,7.97,6.82,1.253,0.469,1.272,2.14,CTD Cast,Good
OCE00382,Central Indian Ocean 1,12.001161844518466,80.01206973487007,Central Indian Ocean,2024-12-02,50,26.44,35.28,7.89,5.1,2.095,0.175,0.865,11.06,CTD Cast,Fair
OCE00383,Central Indian Ocean 1,11.923854334407949,79.94491647653078,Central Indian Ocean,2024-12-02,100,21.77,35.02,7.98,4.37,2.317,0.367,0.088,7.75,CTD Cast,Fair
OCE00384,Central Indian Ocean 1,11.912243331628714,80.01818321856544,Central Indian Ocean,2024-12-02,200,20.88,35.25,8.02,2.7,2.869,0.627,0.136,14.84,CTD Cast,Fair
OCE00385,Central Indian Ocean 1,11.981785447151335,80.03239396789013,Central Indian Ocean,2025-01-05,0,27.0,34.07,8.11,6.63,1.676,0.367,1.424,7.24,CTD Cast,Fair
OCE00386,Central Indian Ocean 1,12.032758324788288,79.92267741911051,Central Indian Ocean,2025-01-05,50,26.52,34.72,7.85,5.77,1.604,0.515,1.524,10.95,CTD Cast,Good
OCE00387,Central Indian Ocean 1,12.008459995124216,79.92962015972543,Central Indian Ocean,2025-01-05,100,22.5,35.44,8.12,3.14,2.659,0.267,0.215,11.32,CTD Cast,Good
OCE00388,Central Indian Ocean 1,11.978868229270132,79.90025688510536,Central Indian Ocean,2025-01-05,200,15.06,34.45,7.93,3.43,3.842,0.767,0.352,2.24,CTD Cast,Good
OCE00389,Central Indian Ocean 1,12.067999644648788,80.04498254932489,Central Indian Ocean,2025-01-29,0,29.21,35.01,7.97,7.83,1.092,0.083,0.369,13.47,CTD Cast,Good
OCE00390,Central Indian Ocean 1,11.935336462835261,80.01604570643983,Central Indian Ocean,2025-01-29,50,24.47,35.54,7.86,4.53,2.495,0.276,1.402,13.61,CTD Cast,Good
OCE00391,Central Indian Ocean 1,11.935768213701559,80.08038322156757,Central Indian Ocean,2025-01-29,100,21.6,35.11,7.83,4.56,1.739,0.345,0.191,6.26,CTD Cast,Good
OCE00392,Central Indian Ocean 1,12.013172614711923,79.93144713301885,Central Indian Ocean,2025-01-29,200,16.72,34.87,7.83,3.49,3.945,0.647,0.437,10.51,CTD Cast,Good
OCE00393,Central Indian Ocean 1,12.020644427131593,79.9651162265038,Central Indian Ocean,2025-02-24,0,29.08,34.98,8.16,7.1,1.812,0.388,0.784,14.76,CTD Cast,Good
OCE00394,Central Indian Ocean 1,11.966538035938534,79.98765972160663,Central Indian Ocean,2025-02-24,50,26.67,34.12,7.91,6.06,0.707,0.161,1.01,4.31,CTD Cast,Good
OCE00395,Central Indian Ocean 1,11.929490601853235,79.91464912082148,Central Indian Ocean,2025-02-24,100,20.82,35.13,7.96,3.5,1.707,0.516,0.083,12.28,CTD Cast,Good
OCE00396,Central Indian Ocean 1,12.024292884531357,80.05557554110737,Central Indian Ocean,2025-02-24,200,20.27,35.33,7.99,3.34,3.006,0.739,0.067,7.76,CTD Cast,Good
OCE00397,Central Indian Ocean 1,12.012271164837868,80.07656729813561,Central Indian Ocean,2025-04-06,0,28.15,34.42,8.06,7.73,1.755,0.204,1.178,8.15,CTD Cast,Good
OCE00398,Central Indian Ocean 1,12.00597512510364,80.02298060291339,Central Indian Ocean,2025-04-06,50,26.07,34.92,8.07,6.91,0.74,0.174,1.888,7.5,CTD Cast,Fair
OCE00399,Central Indian Ocean 1,12.076221029671313,79.95133233797918,Central Indian Ocean,2025-04-06,100,20.47,35.25,8.05,3.78,1.682,0.627,0.083,9.1,CTD Cast,Good
OCE00400,Central Indian Ocean 1,12.050158046235957,80.02894399547637,Central Indian Ocean,2025-04-06,200,21.55,35.22,7.87,3.38,2.754,0.575,0.499,5.65,CTD Cast,Good
OCE00401,Central Indian Ocean 1,11.973350415285188,79.94741407823483,Central Indian Ocean,2025-04-27,0,26.29,34.05,8.02,7.91,1.121,0.428,0.147,6.99,CTD Cast,Good
OCE00402,Central Indian Ocean 1,12.086166572835161,79.90106979773884,Central Indian Ocean,2025-04-27,50,24.29,35.48,7.86,6.81,1.409,0.593,1.197,11.35,CTD Cast,Good
OCE00403,Central Indian Ocean 1,11.928225223659865,79.90015790221864,Central Indian Ocean,2025-04-27,100,24.52,34.31,7.79,4.06,2.874,0.494,0.287,12.25,CTD Cast,Fair
OCE00404,Central Indian Ocean 1,11.93278634419064,80.04719071210303,Central Indian Ocean,2025-04-27,200,15.61,35.15,8.07,2.42,3.364,0.485,0.322,4.87,CTD Cast,Good
OCE00405,Central Indian Ocean 1,12.03762353184127,79.92563761456209,Central Indian Ocean,2025-06-04,0,28.78,34.9,7.87,7.85,0.675,0.348,0.322,6.67,CTD Cast,Good
OCE00406,Central Indian Ocean 1,11.917543528343993,79.97830741992033,Central Indian Ocean,2025-06-04,50,24.99,35.17,7.88,6.7,2.294,0.238,1.305,10.84,CTD Cast,Good
OCE00407,Central Indian Ocean 1,12.04175312646913,79.94978870495937,Central Indian Ocean,2025-06-04,100,23.3,35.04,7.86,3.95,1.296,0.574,0.277,5.2,CTD Cast,Fair
OCE00408,Central Indian Ocean 1,11.906164923739874,80.07584086751707,Central Indian Ocean,2025-06-04,200,17.34,34.24,7.84,3.61,3.805,0.683,0.255,0.69,CTD Cast,Good
OCE00409,Central Indian Ocean 1,11.943864080242276,79.98577748627004,Central Indian Ocean,2025-06-26,0,31.67,34.73,7.94,8.31,0.146,0.312,0.869,9.96,CTD Cast,Fair
OCE00410,Central Indian Ocean 1,11.924610424718065,80.09726998458883,Central Indian Ocean,2025-06-26,50,26.91,34.05,8.15,4.91,1.044,0.269,0.268,5.07,CTD Cast,Fair
OCE00411,Central Indian Ocean 1,11.91130313815935,79.92067898732601,Central Indian Ocean,2025-06-26,100,20.58,34.26,8.04,5.14,1.588,0.259,0.15,6.76,CTD Cast,Fair
OCE00412,Central Indian Ocean 1,11.976229376406947,79.9823704566289,Central Indian Ocean,2025-06-26,200,16.61,34.97,7.8,3.88,3.821,0.705,0.209,11.05,CTD Cast,Good
OCE00413,Central Indian Ocean 1,11.982693153342032,79.94124054318036,Central Indian Ocean,2025-07-28,0,28.71,35.29,8.18,6.84,1.165,0.093,0.381,13.21,CTD Cast,Good
OCE00414,Central Indian Ocean 1,11.987901556089511,79.91344812681041,Central Indian Ocean,2025-07-28,50,24.63,34.73,8.02,6.23,1.328,0.541,1.223,7.24,CTD Cast,Good
OCE00415,Central Indian Ocean 1,12.039598094299558,80.05805198078833,Central Indian Ocean,2025-07-28,100,24.1,35.02,8.08,4.24,1.325,0.256,0.186,4.79,CTD Cast,Good
OCE00416,Central Indian Ocean 1,11.939626148364715,79.90184017952508,Central Indian Ocean,2025-07-28,200,18.47,34.83,7.86,2.46,2.359,0.539,0.075,9.6,CTD Cast,Fair
OCE00417,Central Indian Ocean 1,11.906398892028864,80.08803596694585,Central Indian Ocean,2025-09-05,0,27.9,35.46,7.88,6.86,0.78,0.054,1.275,13.44,CTD Cast,Fair
OCE00418,Central Indian Ocean 1,11.99144608392391,80.00992446022121,Central Indian Ocean,2025-09-05,50,26.14,34.87,8.04,5.47,1.83,0.17,0.297,13.37,CTD Cast,Good
OCE00419,Central Indian Ocean 1,12.00071401488071,80.06032851796627,Central Indian Ocean,2025-09-05,100,20.52,35.33,7.83,3.99,1.702,0.43,0.118,6.9,CTD Cast,Good
OCE00420,Central Indian Ocean 1,11.94422952202214,79.9538239505276,Central Indian Ocean,2025-09-05,200,18.43,35.47,7.98,2.98,2.59,0.848,0.31,12.15,CTD Cast,Fair
OCE00421,Central Indian Ocean 2,7.982582237917843,75.00749875073464,Central Indian Ocean,2023-12-28,0,26.26,35.49,7.85,7.99,0.85,0.271,1.333,1.21,CTD Cast,Good
OCE00422,Central Indian Ocean 2,8.042414398449585,74.93569013481968,Central Indian Ocean,2023-12-28,50,24.01,34.42,8.05,4.8,0.816,0.335,1.366,1.65,CTD Cast,Fair
OCE00423,Central Indian Ocean 2,8.053850111848318,75.01934459802125,Central Indian Ocean,2023-12-28,100,24.7,34.49,8.09,5.16,2.568,0.326,0.42,5.39,CTD Cast,Good
OCE00424,Central Indian Ocean 2,8.02820121146414,75.08025184155932,Central Indian Ocean,2023-12-28,200,16.84,34.38,7.9,3.17,2.783,0.664,0.214,2.88,CTD Cast,Good
OCE00425,Central Indian Ocean 2,7.912652534364135,75.02060277267292,Central Indian Ocean,2024-01-31,0,28.29,34.21,8.05,7.82,1.871,0.175,1.43,1.33,CTD Cast,Good
OCE00426,Central Indian Ocean 2,7.962986645491786,74.92579578158544,Central Indian Ocean,2024-01-31,50,27.58,34.84,8.04,6.58,0.886,0.167,1.782,7.29,CTD Cast,Good
OCE00427,Central Indian Ocean 2,8.027409510700725,74.93232753875692,Central Indian Ocean,2024-01-31,100,22.99,34.15,7.86,3.08,1.899,0.653,0.492,13.63,CTD Cast,Fair
OCE00428,Central Indian Ocean 2,7.942201338341505,75.03765859968546,Central Indian Ocean,2024-01-31,200,18.61,34.43,8.07,3.51,3.49,0.769,0.14,3.69,CTD Cast,Fair
OCE00429,Central Indian Ocean 2,7.945685170461684,74.95480235607711,Central Indian Ocean,2024-03-03,0,28.63,35.17,8.11,7.13,1.605,0.427,1.017,5.07,CTD Cast,Good
OCE00430,Central Indian Ocean 2,8.037456600882626,74.91915083973267,Central Indian Ocean,2024-03-03,50,24.47,34.46,7.86,5.64,2.326,0.197,1.496,13.88,CTD Cast,Good
OCE00431,Central Indian Ocean 2,7.989634169404264,75.0273385828716,Central Indian Ocean,2024-03-03,100,22.84,34.65,8.05,3.64,2.418,0.268,0.428,3.71,CTD Cast,Good
OCE00432,Central Indian Ocean 2,8.068361741805763,75.06027041165405,Central Indian Ocean,2024-03-03,200,19.74,35.36,7.89,3.24,2.967,0.852,0.274,6.45,CTD Cast,Good
OCE00433,Central Indian Ocean 2,8.02844192740054,74.94912631480976,Central Indian Ocean,2024-03-29,0,27.38,34.61,8.13,6.57,1.096,0.413,0.595,2.08,CTD Cast,Fair
OCE00434,Central Indian Ocean 2,7.953655204090711,74.90819564444998,Central Indian Ocean,2024-03-29,50,27.18,34.2,7.88,6.64,1.258,0.588,1.964,10.72,CTD Cast,Fair
OCE00435,Central Indian Ocean 2,7.9351344595937165,75.09205327169842,Central Indian Ocean,2024-03-29,100,22.25,34.25,8.03,3.08,2.753,0.312,0.107,10.55,CTD Cast,Good
OCE00436,Central Indian Ocean 2,7.951423700799739,75.0897308161806,Central Indian Ocean,2024-03-29,200,20.61,34.8,7.83,2.47,3.013,0.698,0.334,2.96,CTD Cast,Good
OCE00437,Central Indian Ocean 2,7.982969370060319,75.04654468308266,Central Indian Ocean,2024-05-02,0,31.79,34.02,7.99,6.83,0.953,0.307,0.71,10.45,CTD Cast,Good
OCE00438,Central Indian Ocean 2,7.928368879523397,74.94276024213255,Central Indian Ocean,2024-05-02,50,27.33,34.42,8.02,5.96,1.303,0.369,0.765,2.03,CTD Cast,Good
